Token,Signature,Sender,Receiver,Amount
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,3KwzHt3hkCwX79v3BZEGLPRWzSoEpfNEDgx8CL4JAULArp95QRdMi7uBtdYFAntVM6Jh6K8gSBW5XwbU2nQHuN8x,8ZmXENAyJNLHFxryh7KqVzs7VseSaTA3AfwvL4M6tc5M,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1133.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,28ePkpzfwfuWv5YNSifU5LoSwNwmFnmAatCRUAjYNcB3tsYwkikELks1vnsvHhjFob51FQfdKocDEReunfwehAVY,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,AzyvvqFD5rK6dpqk3fsS8RUFTBA6bWzYTHPXyMLrwzVC,1496.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,2P7p7PJ8sM6rbqZumb6K9CXNjamTpjfii9jZV5FM6EnBi2jwkKdzqrGhpHvUz8hPBCRtKEaH8Egq6sNbt96vbsSU,AzyvvqFD5rK6dpqk3fsS8RUFTBA6bWzYTHPXyMLrwzVC,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1396.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,5dSVibcmBeuzfhmULQMyLmegWYbs7x5VZTySTQNiUbmnTVknshQz2bRJJjkr2UeLmCnofMpYNuU5cSomSc9Bqwzg,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,9W2zAy4xbXwLJZciY5VJ2Mo56vzw7Y6NZtarP4dpS2Wx,1266.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,2mSmEbJZa3yXSnt7zHZuhf9QMmphnXj9oDSYns4F1nEZi15LpaTf5X5d8YFTptjM4n1UsLYFrJZK9P3bRAiqqxks,9W2zAy4xbXwLJZciY5VJ2Mo56vzw7Y6NZtarP4dpS2Wx,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1166.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,PfhLtsiAnyyDSBTeUsux9w6yoQz2qNKKxz5Zp5uzMiHVBgUnXewscgYFsVTmQYpZ9LkuaYLFWPyyDT4xGa9ifuf,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,EycqQ6qbsDCb4HtxSKhifpFUM4ZW1PdGNjHzCMhP7Yzc,1153.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,2fmfMGonQAhj3QnwN6oDFT4uRwheheKzvZXyCeM8KuH7mGRgxsMks7hhXAxRxH6WysufV6HdiLbD9aH7QsmsQd8p,EycqQ6qbsDCb4HtxSKhifpFUM4ZW1PdGNjHzCMhP7Yzc,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1053.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,2eyQyU2NKKQv3QZnWmc4iuf36Y94RuJDoGtSUkz6oB8u3Lu24AgSdWiLWmLNriGUgkmKEqCBLy2ZUCR7ud6yKxye,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,CZVF2bhiyj9et4GZGi6MewfECCts6FFCbHV9iZ539rhb,1846.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,hmZ9Api3ZcWzMxHdUnRJ3oBjLxrjoBAf9ZbXoSAs8RU28uxZ9UMgca9Whybjv4aqaphiFLJZnVP186zKoAtgunY,CZVF2bhiyj9et4GZGi6MewfECCts6FFCbHV9iZ539rhb,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1746.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,4yQ1PxrGFq4hsQ5DYy1d3DqtojC3KsELjjZ6429vVxfxEsxGhFRC2XchEuvC59Xkp5dG1BV4BbJYn5GbJRHph4ki,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,6iBbadKSYDYCBfawPQATZWheuTVQwJj7PAVn7tB6VtMA,1958.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,2TzyQoDQg4k86MXc8CEUgTy9VECio2e7k5UVxR3XuDQ2w8SvC7GXWPGNbMxQFsQqUd2aa4gAUnBtUzKsPvuDsdWL,6iBbadKSYDYCBfawPQATZWheuTVQwJj7PAVn7tB6VtMA,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1858.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,5fDZmtaYD1XxxgJAiSuJyu6ni9DS8bfxjMGGvHMgMh95LShQFt3mYtQyV3N2FpS45eB41cR9GfWrv6764Z3P4Fih,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,7JVBFkSaSUHwX4xK11FXPEB5cypMtCoArDY9jqYcMLdu,1748.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,4kWqYUvLLAqvHPbZg4XvEbjFfTJkgYqF3kEjFSH9WMRj1G8hm871WxRNSqmyMZ9o3HbXKWmq8hu2cHHu5xAAFu7v,7JVBFkSaSUHwX4xK11FXPEB5cypMtCoArDY9jqYcMLdu,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1648.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,32d2m47PbywYeUhjYTKvbjFuQr4FJHjaFsLkm2iRTTAkTbCGKA8ULA1DSRkUmdbbRyovZtYRJ99xvn32fyrGaYJa,APQVrU468P9zygXXikdmZzLjbLqFYEopEsazcKJhqHFo,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,10000.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,32d2m47PbywYeUhjYTKvbjFuQr4FJHjaFsLkm2iRTTAkTbCGKA8ULA1DSRkUmdbbRyovZtYRJ99xvn32fyrGaYJa,APQVrU468P9zygXXikdmZzLjbLqFYEopEsazcKJhqHFo,72Vn3pZV14tQX7jzK4jDUXeZH5VsJremRwd4ihkTR3eT,8183104.104541
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,4U7QWPJSKxHmuhwYDiKdQvVLPgD25a88jR1N5rQRhGMJvtvxzWB5KqYqUDS1fRkxpY73ya5DjF9umhZSKGhXiRjT,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,E5BuuHguyvZx1E1U67943NeE8krUbLsTWP8FX3cAKhJr,1793.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,5Xyi36GrRRUDP8iJurjASqGDgje4mL3XrgYR157SMj31NVX1dK6PSxZnXsyAoNrfgKz4Gaiw95ezirrYtAY7vGEr,E5BuuHguyvZx1E1U67943NeE8krUbLsTWP8FX3cAKhJr,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1693.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,aaadzGpKMqVnDjHnkPnxSk8z2GxEMUADUJdbVh6JZRK9J46JNfaos6SBQBToDnPCaCbw7HKJgmbnuYAfkWXpGyj,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,9gfJUZZkTLRYKfeW2u9KtjBsJ5hK324c3zy4uAcUudpm,40192.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,4Kzp4o47Zmstn4eyXRXHJqnj1Pbr41AedpJyAWZphRYW6MhzK7yfx81xwg8TCzWZc8H4YNUvZtm6mymGMT5PFm2J,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,Dr9rbN3Gny5Vtn5QFJxN1nVtBKRddUnMV7e26eHauDpy,1474.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,yFBjKsx3C1DTcJ6MG3eYiL3CjQMvM7UM5PXg7TqJGbqZqumnwF3tjMA9pTAXHTtnsr7tXMTtg8qAN4SfjXWBFo4,Dr9rbN3Gny5Vtn5QFJxN1nVtBKRddUnMV7e26eHauDpy,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1374.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,3CzuYF8Bp9K5J1NrKt8dHdZXzie4VZCfYzjnKrHuTNoMeHTJGiBhviNZKWne9dVJLMxU3CMG4TjLcyzK3e1ppHw1,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,DhTMKcAZetucTFT9innLsWpagHC6ge3H4A4cgAYVsJSE,1154.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,2TS13kBzseAySaR8dTpKdWx9LA37LSnT1pKFgujFUrkPMfEwDoLWQmDZQnDin2AVntFrCV9b9gK5m3q46aZsuhsL,DhTMKcAZetucTFT9innLsWpagHC6ge3H4A4cgAYVsJSE,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1054.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,4nfuXPHgxHZq231W4V7ERzQhuHNkHY2j64FwP9H7x3Ym7KJx6kASuTAxRYAgwdfwhsJQRx1eAYqUMU8We6TyUATd,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,AcBB6gwG18AAUUsxWZajbFANXhKJC9xtXLc4pwyouS5A,1492.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,3jZzBHuVF69LGCrfxBC8Hq2z5Q4vpL4aR5UwmWwo25verAwEc1JXBivHkwWVwvqkEZ8h61L2FYm4r633RRwnu8ng,AcBB6gwG18AAUUsxWZajbFANXhKJC9xtXLc4pwyouS5A,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1392.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,2mwoy2AiKk29Expu6sjz7xYgu7hZjcZPuF5oBkddMCAN94Vd74hiwJLadVRfCfx5gFTed73cAhPeM7RmtKrhFP8H,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,5ZRFd3kbEBHDLBgSuF2S2JjLqUpi599buZCdjxuoDF4j,1728.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,2NwNaJjKLxDnEZ948uREerPAQ7CcRsfSXNR9puhEu9v9CKR7mpyXPpZwi6nw2gEagHiD4DCjA6KXgGShTdcf7qAH,5ZRFd3kbEBHDLBgSuF2S2JjLqUpi599buZCdjxuoDF4j,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1628.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,67M2sQweUsLox2Lr5YQXEfZYfNtewxh8F1PnFYPjHVUXdJiiPuRojxymNikJ3VLi63aCddR2XSkZg7AtxYXzuPKm,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,5aDS18e1C7RJpt93ot6DpRPVfKj62vExnqvT9Wz17WXP,1107.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,37YZcj5fWowLCb3GaX2hhL3k9bBU2CGhxzvhfZaLd9qZ5viYr1wosEhoDitdBSyZU2nHRLZFN1Yn6wjn1iK4xj9B,5aDS18e1C7RJpt93ot6DpRPVfKj62vExnqvT9Wz17WXP,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1007.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,5YCF1L55yoEQg1tE8j82KdJkhLghwueaEDQcTwfhXpq5G9BHHxtQoMWw81pMsX16f7X33V4AnCExW3tyC1dGnb6j,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,5dGgchbCpXFZCmEkaeDBjtGfaktbLDbmJKu8cFeuoZpX,1888.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,2LABSnJiz8xU3f2tiEhLRFi6CJqZUwHgSEnXoYfq3GwuomdAsj8MZhbTkyQe2ee9HA6nx2yi8QaWJxRisbsKVRZd,5dGgchbCpXFZCmEkaeDBjtGfaktbLDbmJKu8cFeuoZpX,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1788.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,5EdbjgqdrX8p1Qf3GrCnTAXd7uiqFbXst3v3Mwtyx9sGNER6ydcdgLiKagV9v9xgTsMns5SwpoNZbCBSm62Dxcka,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1iP6Lvvttcfzu7A3f2gexYCGm6GXaJkfD9b48Gck8sv,1432.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,4CDet9w2D2S1WjJSNBm4Z5bv9PrHnZjTm92wkWu6XPbGBArzAbCXcZfdxmQB1uQRMbVAqy3uzoc5eMkzPqFKzeJu,1iP6Lvvttcfzu7A3f2gexYCGm6GXaJkfD9b48Gck8sv,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1332.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,5j3QKQtFh88mpCeVbQFy5xnXfK76Diarn2Q7e4ex6ga6FZX8oKMqS3mU3nHAKWhkRS2F33SKWRpViKr5GzjmQ9xP,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,7wvM5Gu79K1WZwbbZAv8KhbKh9gMDM1gFiMcS7G132kw,1954.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,3HmVrFcnRs5Vi51LyUocDiFW9dgKdNcr64pJPjj682doWbmhaw1JZ7Q7CLBUHgRmhBURhvTQX6ubPXpL4FSpdDYb,7wvM5Gu79K1WZwbbZAv8KhbKh9gMDM1gFiMcS7G132kw,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1854.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,2zeKEZSkEHDJLivPsuGVnn9xU3yGJXDF83zv67raiCbzGg3RQUv8AoQUYmUTNUaMuHGt6dEnGMqnZHjnGn54UtAh,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,5X3J3yJ6FG7DWYyiEWwP1LxzVkTzsU7SRxsRwe8J9gcu,1208.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,3CFp2n4ru6aJEahqmtrHZNhon9DjfDyu4KDzJjBMpm7hDdZYvzweTDcWwsfac5TnTmjuymD5MzjVUyBbKrav71Dw,5X3J3yJ6FG7DWYyiEWwP1LxzVkTzsU7SRxsRwe8J9gcu,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1108.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,3KZjAzxKXBEr3WboCcotMZkpev8WwzggBfFuknirvNfAdC7QzfCxnLY7demvA9pmzcpvGHuRhVmhMpA6PZ8gve4L,FT5rhdp9Uze9eeoamjvFiBnK3Fih8Dc1827K2ht5Hqqm,3yvH7XN4UVaCkAt8ojWuQ7efycDcyWgVydgNorSvexou,5307569.528565943
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,4cFXXHpb8duXojwRgh2fnoTHc1gb6wuJP8n26x4B5dY6WpUCbSV9Br1feRjok9tgDWe7nH7DFStswHF9e1oU3pF6,E5toLiSogNnuZFubEFvoPwjbE7jUhgBxAaLR1zJHdi36,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,17311.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,295YqZCphtejEeQGAgijPYQfaGxq1EKeeRCuZfsYp3jouTX9PmQ5fTTeKXiweqNiMcUsPM78PpWC3ZPt2T23bQyJ,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,9YwPamu4UHrdguYvAXQed3ooaQtNQRSXtmUpsKZot9y9,1780.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,3qcj97Vd4vC4bnqQ8ae5idphV7f4dvUVNedXyVNGTc3RJMpCZUyAVXjMr3uxsu7pa6bn5BeNAPjvENN3RsvwWDbb,9YwPamu4UHrdguYvAXQed3ooaQtNQRSXtmUpsKZot9y9,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1680.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,4DRp7LcyrqaPC6uggxHS7BavYk8EkZWQ5MwRosroS63T9jLHRrGnQzfepYakVSohg67jqSs8h98vGxgDeuMDc2tb,5JEgd7NuZeW1CXUK5jPV87czPTD1oiztGWi2bFd5rFdU,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,10000.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,4DRp7LcyrqaPC6uggxHS7BavYk8EkZWQ5MwRosroS63T9jLHRrGnQzfepYakVSohg67jqSs8h98vGxgDeuMDc2tb,5JEgd7NuZeW1CXUK5jPV87czPTD1oiztGWi2bFd5rFdU,ACyZvFfb237myGnuR46ndbHCqKrxciDzPkpnG42oP7BZ,8470778.983976
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,4vjikJRJSUcxf2ctaQbpwdN5AVCRodCXDuJEFpUWj58ZaTUGseG2QKtTpG383tTZXFL3VTxwwSoZ5o5Zowfy6kVT,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,AhqDuFTp2gmffAGoddQ98miXc7wZoQ6XHxbYozBk1zn1,1468.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,4xaNUNq1a11VKZSdYWM1EotWw55qz5WkRgJeviM7MVu65NrhKT1hb5t6z6ma9TsF1KV4A7YnyGgK7Lhnvg8fhaPd,AhqDuFTp2gmffAGoddQ98miXc7wZoQ6XHxbYozBk1zn1,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1368.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,5j6upLL2MNfetcqqdzyoEyHjijeXsz9NWoSfZEZzdEMEHuY1597iqgQzBL5rGbJeURFbpi2zLaL7e1Qwd2vPupGX,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,DMJwXUtUJxv2yYdhd7s4pu7ZTMQY2pkjtFc21WTPWkrs,1196.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,2wsKAn73qn2zmmbUud5BMDfJYeZejWDgMxidmYpirAyZX6yd8saafzPRC4wNXwm21zawDibxLcArcZTebxJjt3My,DMJwXUtUJxv2yYdhd7s4pu7ZTMQY2pkjtFc21WTPWkrs,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1096.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,23cLHyeRbjz7QHpqADQkNAZN6KcDxBEXfiQnbnRTdxoMcTuwZXNk4T5rgnTs9EqffYZErAYFHJHYGdSaJwfA3EjQ,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,Bk1ab4GWbgeTu7GCigiT7Xk63yLP6ax66AeQeZ5TfX85,1937.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,42EFbciqDuWQaLSidEbdykzdvoSUm4wSQZALKSmh4gR3VzEso4sKE1hm4AtWFJ4ir5Z2VJtWSMv4bvhxPSCKbFLn,Bk1ab4GWbgeTu7GCigiT7Xk63yLP6ax66AeQeZ5TfX85,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1837.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,U2N19p1s68WTnfBTEpwTQaLyTMZ3mqGDnbSTPx5ZNHBeSyHr5sKCUJTvhPTGQxsd94bGAJESdvGVN9KxZP7K8CY,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,9zk43pHPzoqYe48NZUTaVzAPyscgaGgdaGwEYVZ3cKuD,1372.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,2FzogoeBFRqAvDfNQKT4xDfmVAZC2jgDAjLupHzHJRC9tqP76tAe13zkk3uHLj1G5QRpJ3FKVL9s6f9iT9QByCD1,9zk43pHPzoqYe48NZUTaVzAPyscgaGgdaGwEYVZ3cKuD,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1272.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,3eJAs9tmNiXtcZTWuDHawqZk7aCtuTYyvYLKspm3AR4ALcaLMkYb9kHYCqLxhM5tvNMtm4UpUs9WMgenYz9aQmo2,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,8nRakQpwNKaRxkfEVYt9piFExKdPgqbnPeQUhkVMzQpi,1092.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,3tPtGQEvieDWaDYxuYiFAXj3osopGQ199B1Bsdxb1aY93smPSa6tBcmVzFpGuwNa8DVAU5tjXR1e3JQGxZEMwru8,8nRakQpwNKaRxkfEVYt9piFExKdPgqbnPeQUhkVMzQpi,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,992.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,5Dx5eHQwajWtXitpThGXS2A4ZqKrx69nANvjGJh1aTWWbnfPVLBUTft7fNziVvT1fnjVpxEDqHx3ofL2ZHYJKTPW,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,6MeGKQbQh3RtdgGHwirK5HnArh2HEBfEhzgAhmxKKYSZ,1649.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,55CPAyDpEpd4fQb2ZTHYomPA5FHKNt2QD8T6Myz5occdTj9aSFREGdHFRr6ijdgXZVorRJv8uS47xknCNZGowVbm,6MeGKQbQh3RtdgGHwirK5HnArh2HEBfEhzgAhmxKKYSZ,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,1549.0
9NWaxvJMV1z2U7d2B3nrC9pejhbSdfVfiTowEChSpump,5AGZeLWbrJpeicPMtSQTrCNEVC5Zh48mMNguRHdsdcrJswDbmjpo1mZsXjZwwtLjXkQbhxFqbfBweN1usqaRh78z,C6RTwZMZ9tNYk69chMtUTSBvofWQAZD6AseZ92eg3oPY,JBarYeZ532BVCesQezQ47Ky4KuHFhGnskjcjMRxDE5CF,1824.0
