Token,Signature,Sender,Receiver,Amount
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,22hu6RAxE9LiNBXpih89zqRuZa8TGaFDSXfjUTJs1C7B5xSFsy5iAkxT324WFbNmZr7jyfLaPSr7Q3no1d3Xm1qi,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,6iPLGURPH4GNHC2A8iiif3Khpskj3vYn3kt6cQJTA2gr,337040.189691
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,2AS2JsQQhq7PZycwYRED7MaUnmmkocLnXJsJL7wZcM7B9HQwgLSjFpVLLtL8ngNf3ke3Ci8aMJv6veqKHU2jw74C,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,83mGcvSKE8kbuSR81oCt5PNpg31ZZGCQE1ktvAEeYDPU,856976.630982995
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,5KQq9yiqPNKexDTYDUbyBcCHJT4pYD5tq6DS43ttqJwzZ1ooDeHt1P7h1XfMCn65iNnDxk7FHEFNij4Pvy6L9dSw,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,7GBHjGw5SomxD9p8tb8dCKGWSpqwQFeRgGNW683NMTYS,425142.493016
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,36xGyqsRXzV7DmyyBzThXor5yc9AsnVhKX6q3wcpABWmyQ3fAAZKDHZiUgcyTTftJB2zTFG68CWv3XR9VLibL1RR,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,DuZ7khtp34wXXNGeyHu2KCAM5UQwsE1irK9WXf5kM3tj,83270.68528997898
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,RJFBKDyke6p2hY1fCrM2BPyaUD5jWnyf3QiuLgcaM9yXaqydpZMvRSYh4QzCGswq8EgkVS4fWU4cFCymDL5Hbf1,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,8C8TABbquxPyPoJ87PFRVp5oMkFDW65c285mwXEoCbb3,2318737.644048929
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,2cEa2gjac4hmK5uPT3rFQPxM5zgRjMo266M3ZhYv2LQvtrQsxdLrMV59EpPLsFZbgm8tZChgbBuhfX7zeYSAp4kF,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,AVPsbgedYgkU9W7ymcgjWeHh8imZdVxriBmm5XdEcVJ7,1651094.961041
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,4cpWhCgRm4Z89iuoxjqkZqJH3xQFy8jrZyTVwab9NezuVxXzsiWe9fnZYshKaCPJbynMprnWUncgQx83HiLj5jpQ,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,13tMcVUfby4tsJyZhvki8f4Y9UDrdVRS5cGQNT7JCFyD,15668987.591755986
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,5Yn9HABxn52A1mrZaQzVgHt4THgvgtQUsN7LEswUGR9Ygh87JtZYqeRxspksQNYeyAht79mQMsbPJ8jKD8be4uJP,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,F4sahY613QmQWrVkHCDtP9cnhpJxGSu2aVqEayGr4Z6Y,908845.8296329975
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,4ce8b3qiTCHwHrvfb7m5nTnHSvMSWvVR9PwGHmjXfJ6AtQXxv85igaoTxtoeYsDucYgvYCHSvRjSNGkA4yU9sW6X,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,HwXXiGkUj1zPqtZbGWCQeWWY26YRKFwtujusNo1AVaBq,2121532.277722
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,2V3c1qCP5zLcma1aCDNJCTgNhGhmhdkWv67EcK25cNnMeWCWjK3gqsYEqpdcGYATA9cRUj2VSxWdMAWdbBD6kSx3,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,3s2LsmDSeLE2TBy5pNox6JPLnAbjmxxJBnU18DptH7tQ,9540574.558520913
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,3wKj6JLAPkkYSx43xgJWmx24rK4Hu87e8FVvoe3aoRxArtQn93nQiDXmhLEDA53e4QHDhcFf1RHVkJAC3HDsZKpz,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,HDWq7sfRBiUrfPNhsAykQpHGrehM7qXCnqhdfjkbA4qA,1516625.368789
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,GSABUquQM64n56qVbMyDrj3LsMqp7tPxAeNhBrJBqWCeVDryRhXfnN3CXM8ja4jnkgCsUnZYKmFonBx7aKLTMZw,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,HDWq7sfRBiUrfPNhsAykQpHGrehM7qXCnqhdfjkbA4qA,1510135.8746910002
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,2q3c1vtEKQh9Ho8Q3PQ398NatqPCDcUQS9dh7cvS4UVJt33Vii1a31odsHN88s9D7X9Ah5Ldz7GZVZ6GgC2GdrCs,AVPsbgedYgkU9W7ymcgjWeHh8imZdVxriBmm5XdEcVJ7,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,1651094.961041
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,N8cWi3MTj8va7RVeoPHZ7XjKHwHtYyAspmRZSKqq1gFtnry1AYzMeZe43Eyd7XBvbwBUXEoXPTcmEBENZcJCHRu,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,HDWq7sfRBiUrfPNhsAykQpHGrehM7qXCnqhdfjkbA4qA,1510738.4398089997
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,39eiPRDAV3B1xw77G2EfDuGPzvip2T7RttMeas7onSb1cSz2DQk6ufzVzZTBqM88apgMZmuTA7nmyunicDtTbnLT,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,RfPUR2bD9U6pg4pRGRkJGW7n3PvrHRnS4FkPWPByXqV,69973.53616297245
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,2YmYyWqzV5dXVHcL5eFLCfZgocsbMYYzLZq6aY3cwxi4HrwXXnAJCiZNDLfwpJPHpsvYFv5ZEavXmW2jh2Aip4Hm,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,Beq6pb9NCEf4ajngTpCKRJzGMyN5hvhRDvHL35rgp1sL,152186.3760149479
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,2CRFB9EhHwKQdz6cx15pby7ELKSJe7ezdAVNRq96am1NpQwHwQMCQaGVHfty3XLrLQnnYrALt3D1GT3yvEq85YHx,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,CG2jDGDuYgXpxMkEi7sciCaMShvxBQYYWVcuCg8ZYRg5,12160459.760167
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,2ngjdP6FRGaWfckQTJK8RMBRPyzWkrEZJDCVbMjAJ2AuvXR1PyMBLtttGGq4TqkwUCntUzAfAhQ6qTENgyqGamw4,FxvpVGajyaLAQYcbYRHsKNeHkK4YUDDQBAxQaKsaazUK,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,519909.0622819662
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,4TGka8mtARdD4gp5PDv8HP3WRgvkeQxr5L7XMx9Cf6vFChkkiDFN7H1aY3aQAgS7S3tPV4RWgZic8UmFX66ktWXY,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,HwwLwqUhgWBDuMX5PHiuv1iDQQDEvxB5ftx1bubTthFn,9582204.74516499
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,47jyt3JXqipx2a5RpUu3scyEAwzpXKZnbZmE2q5ftZ1DBLevESLSPCDTsFo5nUg3stdsrzwBxFFP81BMRz5Vmh5c,8aaRWuPGNP1qoBk7jE9ZRMaUhNnCn1cujjUkv6KoEzVL,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,2301204.881523
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,5fyQwTpAvo6SDAoRGPPDAXXfbcBrEZQ9PuvduPbYmdoQsL7P2kUGgN4unkoqiWRcGwCAnR22L11V85sTxZT5PAZE,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,C5YkqPGbDaF7HGNAGd1t3j7E87WuqyPcqgpA7SXFEJkq,2029062.960788
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,56ceNfEA5yyZjvGoGvJT78ySvSACxMi7LJdxYDVZQ8Cyfq3oBmzfopk6t8Td2zjo8xqdRygWY21JdZJ2G3HsQiRb,81Cjc3AFW4m5Km9xomnGc7fe3u32McQMN98aJYtkK4iC,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,34612909.38709593
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,489N7DLUW5pFKT2uhGjwfL5ygZecnf3N5w9vLry5sNEragWTHTgRYxdnoJG7HNbQ1waXM3gyVFZDDQRT8Cvxgmuk,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,63fsmb8e391gnKKqdS9YakP2kFrzBUkx26JL7jq8Sjav,7980125.885069966
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,67WyQEy8W1CP5vmh3HrYdEWbvJYH3dWqua2FudDGfrjTNwJDaPnBjHjAdzA2EXVtETR368asoWiC6c1jyyfbYNFk,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,BqS3BC1EcmkLf7XvsiKVVWRXbnrCenUyfbqyzjdUMYDr,10896915.776759982
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,3bECwSBJxxz5HdPgTuDbkamFD4USsAxj9BXKpJuvVRVbE7dT1uJYLVsWrDop4YaxKZnRDCyb7hcCYr5rHw8282Dj,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,GfU6fcfvD9r8wZuct699g46xyrfWNX4BhxE6ayuBLhBg,1523645.222872
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,3ZapzrAxuPXJQi4EuKnC1pq9NUURfU1NpexoZNiSzau8BrKY8pjXtBBbRsgQZVq77e1mniFvAji2JaEkF8ugYZgg,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,8BJ8RG3GiJAjrbX2A2K1E8oHe38NQtLAFn3XxbF9SfMz,6048814.944064975
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,3ChuDD6DTFfDNaNpcQfDFGRsDEiTvTvqAHhmUcyXGysKT8RFpioNBgHZEZi8Kv35UEsVNJZ1ATzufMcGGRz1Xu4w,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,2rp9wKeAMerkRJiQEyGEgcseHXLvksbYCWxmgx7bLQ6T,7705318.661887
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,XHGcXHhc8SvfSwwNix7Lq75t9p9c2yoJUgofaWrBNCe3MzcmHiR6XNtjnN3BgUpK9FxGtDLuuGFAv6QKvFKz62G,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,zsPbe7iSHKwgR4WsXsCFm6WgyVqzjakFjKw1jfZbuuD,7924504.159052
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,2sB7CvYMGbxED3fA2bCpZivtYn8fQJANT1SuT7fVapYo4msuv5Joy6er1sQ3JdTMbtC1MGAvXyVW6LZ9NhCJQYoq,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,dnQfaXN5eNH6m3kxhTcFFYaLCzzPfTtNKBgQnvXBe1W,4136807.6619609594
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,CeXpCgxckoRYwurJDHJTzs2oa2ZXynR3QHrwpVoXv6fQQgBsN98n5DcYBoaRCjTUNVDD3vYZV4EiuCf9wjNjExY,83mGcvSKE8kbuSR81oCt5PNpg31ZZGCQE1ktvAEeYDPU,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,856976.630982995
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,3JNSr4Bw2F9Aq7h3f7JibkM8jbxx3D7Twc28eS78Eeh1YNsa6CJR6vKCuJxv2pvgHJajzgUcHTxEC2GjaEmtQxQF,HwXXiGkUj1zPqtZbGWCQeWWY26YRKFwtujusNo1AVaBq,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,2121532.277722
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,4FR1Qwyz32oLthiLQ1YjyrusLML9tVZagXktJ9eVXhDPzvDSMfgCMWpJPfLogug1z4xGUubTpBWB8V8UZPNmwioG,7GBHjGw5SomxD9p8tb8dCKGWSpqwQFeRgGNW683NMTYS,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,425142.493016
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,5E5uVHqqp4s1BeZeAaVV2i6Ex9Z4W6xx4SATqMDNGCgPaYehGzjsZtw6iRH5WuRLevN1uKDW8Zj7Zjg2vx4aRnSa,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,Hvo5xhvwY84SnAQWPsq54152uQASx3x5Vou3qcBWQjdE,1688442.995452
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,38Aca3UdyCuZKHT58JRTZePwkqWZJkE4QGDhmAmG1MJLiZEoA9hMRUUsZUgC5JFQyzk8P3nLuGKJ6UfZTC9o11sD,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,FyHJP5P5imTqsy7STf7enPxKCrEE1dJq6u61XCi3KAAA,7791100.852016926
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,5LMqLoTpnEZAAooP38JhB5o6vi8y2YSmDFBrywvMMDPukVh6NkLhGyb7UWanwppbJadHduKq7AN4A1s89Fp4jFVJ,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,Hvo5xhvwY84SnAQWPsq54152uQASx3x5Vou3qcBWQjdE,6173179.070832
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,2ja1veToDuhfy24CBzJBLat5RHrHqvfvkxztPG4erGXHBamA7nn73hi66EXzPzB4DqaeyfToqciFh1BUwv3s1GL2,DhLVX8ba9i85mAnJ9QM3SLr9ZR2nND6mx6GvadwjBLeh,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,10101979.229120001
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,2nsiB1nf33miJaKc4sQZ5QiaE21JLT9c2p2fFctWA4EDXUGMzPG7SHoyY8XqTeARZQtywcuEEsC2uF4iu8MyCEDA,HDWq7sfRBiUrfPNhsAykQpHGrehM7qXCnqhdfjkbA4qA,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,4537499.683288932
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,KAMSsJcXjioT3HHLxCU3JdFrFeuivmBhPoGNAbJxuPrNDwcqr3hX9dsqqD2nNw2Ti4VTU1zyJd8Gt3iiZ81xvr9,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,NkLTWPPMYBDZ9PRnw8R2TH4x1fWTHAJLiPFmD2Tb7q4,7683446.690809965
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,5cXdXzAdy5d3gvBXegp1GdRT7wUTso4ea776QzgfBxSRn31g5AqUr8GbBer3X8NvMDKLQd2ggoZk9pY1RjJYNXV,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,83mGcvSKE8kbuSR81oCt5PNpg31ZZGCQE1ktvAEeYDPU,795019.6332019567
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,3Bwnr1q3NdriFdAPXdjfNKLJewR7GZocwk6yZWGorP3W34TL4pULfDKwzjTn4Vvjjo7fiNiWqLxfrzrHmvv2UR5W,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,HwXXiGkUj1zPqtZbGWCQeWWY26YRKFwtujusNo1AVaBq,1701156.1717159748
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,4vUaWYTdv8hgVdZREuGAC1dEAPM8tKKGDT4Sjs2rZUskectzB1YbrRuwoFiVNWszZ9be6KaHiMvc5MPezrkmqXgM,DhLVX8ba9i85mAnJ9QM3SLr9ZR2nND6mx6GvadwjBLeh,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,14142770.920768976
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,29R6JH2c6t64qRNRexauJ5hTEJwBGbZFMi1Uro2XUZGvoEuPjiDVUeHcanVrSU8xX18sSJaogEiiH2P9mrU4KqUE,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,FmbBfs9k4T7CzooL7Dk2YVowdHeH5YfjJCNKywdAtiDQ,167041.981278
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,2ALQD1aNWAxvUC61jjLvv7uBVnAiADnBSHwBusPW6bhCY3cK1V6viapA3GbExUfwFLGFhCz1boGnqgDHsYr9L67U,RfPUR2bD9U6pg4pRGRkJGW7n3PvrHRnS4FkPWPByXqV,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,69973.53616297245
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,368SmkQEBYbL94KifsiVDetx4f1SzmrMACcvRtamX1bQFmJL6zsT9FtP2qnQhFEYYtZo9zbynkpdftzJkC6wyeBD,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,8NnuHE2NdrcacySeyRMrk2ADTbD9TvH5QU8vt5qxeMWn,6909578.922926903
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,2DYNH5BMWQ2EyeEWAfPEQqNs764MiVvGNuCUW7rBX3EPhZqztKwNozxSpDs4rvjZ9SeEgS3RRDpSGXbcjZADcPqs,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,2JE7Yzp9jeyteJbDS1cXQUrV1RPqVFSn6oKgwVBMi7ra,13981371.744309
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,4C8HHV8wBkpF42NyF9CTBibWYVmnFomqgVUUhppzrLN7xTAS4ZH3bAKGoH3Y6mkiY1kaTNhvjWBuDjZgVmU1qu73,HwXXiGkUj1zPqtZbGWCQeWWY26YRKFwtujusNo1AVaBq,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,1701156.1717159748
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,2NfaeD1Zr6Df1oAp4kbVibrrWFxyYKbd9tu8iNvHrCJsTHPSEa78sHUW48cvSZPowmK7oLxqpcFXH1gDfr2C95ap,83mGcvSKE8kbuSR81oCt5PNpg31ZZGCQE1ktvAEeYDPU,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,795019.633202
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,2SNwmCdMJVseVwHd3abL2YjW2wCHNcovkN4BK85jNynyeZ7o1ucZfXXrRL4kkULpvvARqB7F2SsApxY8nMNCV4ua,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,2SsZ6sb2n9p4jyP5MGsqgE8iDRVS3VmoEgUf8im8ydAH,6137369.651223
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,5BSr67eXVpkBd9TkmyxZ81RjpLsvWxk1WZU49EgnUfNLDsZiPTJMHXioXD5fzsF6m7FVCNL4DePio6GfeSrobhDc,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,9cYDdESNBYq5UmW53T9MA24R7Yx45c96qUD1K82qTd3M,9901825.9157449
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,4frrNXVQaVkCQaNACZZUdtbDDsfsjV5ZLGte8AsGbZFJMKW36oKKiVsyTweMdNfaWqqLbgwSLSQ9mT2U15v8hNnS,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,JDfDbGk5URwedAacvsQRK1y8ud3ppumpFi6J18M8UpL,1291469.777641
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,5ayR4aCN9uhwf1A8MQ98vqX6QYrcWF1xJGdfBWdSuepjAHxjkUyTDgnW7jZi3ztratNLnf61VQARQKqEi6erdCui,DhLVX8ba9i85mAnJ9QM3SLr9ZR2nND6mx6GvadwjBLeh,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,26265145.99571395
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,4r7afUSQFtqKVS4zAxqT2rW86Jj8biTkHRsXxAuAaxtR1yzCZL6jN6yiuhevZBXrZGq9Xcaox2dMyDRuRUX8DC9,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,A6fNHPrxouPnEd4PFNSs5n73wcfnuQUZDgg4whngbo1s,10953136.483767986
4jaZAzTMJtZ6buKxz24By5X4ACrEvXM4oQSBSbHgpump,5cBmbLujLYWRqr4GdPSYcSq6B3GS7mjHWXaZiobedSuzKwnQ6MeDX4FiabngrCe3TRJdgHBECS7xXxmxfHHK4kV6,FsUXKUeZzcbzX3kCPMeSfQ1u1inD9hkRzWyirrjoUzc9,GTJRydxEAX1yhJ2hVP6CuoE1PmfJTznCWQgAC5cXK3p,6695395.25047195
